iter	RMSE
522	2759584.261
523	2758612.314
524	2757442.095
525	2757063.649
526	2755934.73
527	2755331.633
528	2754686.696
529	2753251.981
530	2751999.388
531	2751230.202
532	2750139.887
533	2749165.038
534	2748716.823
535	2748237.651
536	2747591.933
537	2746956.476
538	2746349.279
539	2746011.715
540	2745271.759
541	2743943.771
542	2743298.948
543	2742668.984
544	2742228.662
545	2741047.221
546	2740910.072
547	2740123.366
548	2739945.37
549	2739262.522
550	2738746.066
551	2737943.594
552	2737420.566
553	2736577.28
554	2735870.182
555	2735186.537
556	2734581.786
557	2733813.508
558	2732967.1
559	2732691.434
560	2732101.258
561	2731102.673
562	2730776.183
563	2730210.275
564	2729806.786
565	2729126.159
566	2728767.183
567	2728275.581
568	2727237.935
569	2726593.921
570	2726287.644
571	2725822.746
572	2725474.602
573	2724991.25
574	2724513.224
575	2723895.116
576	2723407.258
577	2722891.725
578	2722651.319
579	2722376.137
580	2721904.892
581	2721042.238
582	2720754.322
583	2719898.911
584	2719244.817
585	2718694.82
586	2718345.397
587	2718117.204
588	2717536.799
589	2716947.714
590	2716333.273
591	2716071.951
592	2715585.211
593	2715322.478
594	2714566.116
595	2713785.435
596	2713163.222
597	2712499.614
598	2711621.223
599	2710887.488
600	2710114.028
601	2708973.024
602	2708540.304
603	2707784.662
604	2707415.986
605	2707359.643
606	2706643.646
607	2706084.779
608	2705274.299
609	2704726.639
610	2704712.121
611	2703962.37
612	2703104.325
613	2702717.956
614	2702591.023
615	2702198.16
616	2701410.75
617	2700621.701
618	2700021.93
619	2698743.756
620	2697837.567
621	2697692.161
622	2696146.965
623	2696080.547
624	2696023.785
625	2695447.152
626	2694865.638
627	2693923.748
628	2693336.041
629	2692398.601
630	2692362.4
631	2691746.219
632	2691041.287
633	2690065.701
634	2689295.049
635	2688543.239
636	2687930.468
637	2686787.985
638	2685973.035
639	2685502.633
640	2685152.692
641	2684498.283
642	2683928.268
643	2683681.479
644	2683086.831
645	2682590.921
646	2682270.8
647	2681644.871
648	2681116.652
649	2680754.482
650	2680129.113
651	2679624.757
652	2679170.845
653	2678640.678
654	2678017.609
655	2677911.333
656	2677194.625
657	2676803.826
658	2676218.957
659	2675655.691
660	2674976.119
661	2674563.229
662	2674000.983
663	2673335.864
664	2672852.531
665	2672729.312
666	2672619.493
667	2672594.308
668	2671685.004
669	2670835.068
670	2670262.671
671	2669918.569
672	2669220.054
673	2668566.055
674	2668441.964
675	2668042.782
676	2667675.792
677	2666998.716
678	2666532.141
679	2665913.462
680	2665352.676
681	2664873.756
682	2664554.739
683	2663968.123
684	2663580.581
685	2663557.586
686	2663010.911
687	2662858.387
688	2662428.107
689	2662378.349
690	2661727.463
691	2661439.405
692	2660672.344
693	2660242.53
694	2659795.462
695	2659350.668
696	2658729.073
697	2658132.143
698	2657740.851
699	2657158.594
700	2656500.165
701	2655516.052
702	2655244.003
703	2655160.262
704	2655102.88
705	2654366.557
706	2653967.56
707	2653489.128
708	2653428.262
709	2653407.125
710	2652652.26
711	2652038.002
712	2651962.843
713	2651412.392
714	2650766.028
715	2650328.742
716	2649710.395
717	2649280.986
718	2648442.075
719	2647857.759
720	2647515.109
721	2647137.019
722	2646599.379
723	2646075.721
724	2645810.563
725	2645757.869
726	2645348.747
727	2645339.942
728	2645263.106
729	2644370.269
730	2643808.819
731	2643570.332
732	2643070.599
733	2642521.373
734	2642222.717
735	2641675.178
736	2641294.077
737	2640809.642
738	2640155.771
739	2639605.524
740	2638726.715
741	2638502.536
742	2638296.587
743	2638159.406
744	2637792.856
745	2637247.678
746	2636783.347
747	2636551.244
748	2636203.838
749	2635535.184
750	2635133.836
751	2634604.083
752	2633770.054
753	2633142.165
754	2632664.332
755	2632277.869
756	2631910.314
757	2631117.198
758	2630392.033
759	2630384.549
760	2629862.55
761	2629692.607
762	2629375.267
763	2629251.333
764	2628641.849
765	2627861.129
766	2627305.978
767	2627270.143
768	2626948.005
769	2626552.7
770	2626143.481
771	2625809.935
772	2624855.19
773	2624204.415
774	2623715.334
775	2623264.772
776	2622895.594
777	2622412.849
778	2621512.479
779	2621137.778
780	2620664.499
781	2620657.501
782	2620650.893
783	2620395.914
784	2619860.465
785	2619605.651
786	2619011.441
787	2618934.35
788	2618094.713
789	2617504.154
790	2616940.132
791	2616723.188
792	2616659.838
793	2615844.521
794	2615004.517
795	2614540.717
796	2613992.337
797	2613794.021
798	2613449.654
799	2613045.167
800	2612898.691
801	2612497.256
802	2612148.839
803	2611436.062
804	2610875.063
805	2610621.973
806	2610120.612
807	2609532.081
808	2609238.939
809	2608775.864
810	2608283.038
811	2607716.666
812	2606951.692
813	2606652.873
814	2606161.671
815	2605790.107
816	2605009.484
817	2604625.477
818	2604150.911
819	2603955.82
820	2603422.856
821	2602524.356
822	2602025.548
823	2601556.015
824	2601129.499
825	2600515.414
826	2600267.828
827	2600069.066
828	2599860.725
829	2599373.811
830	2598999.823
831	2598392.186
832	2596717.584
833	2596661.985
834	2596433.599
835	2595871.263
836	2595330.635
837	2594929.315
838	2594622.144
839	2594102.173
840	2593537.705
841	2593204.525
842	2592185.292
843	2591568.54
844	2591406.002
845	2590804.324
846	2590182.374
847	2589725.535
848	2589229.298
849	2588763.95
850	2588556.468
851	2588124.978
852	2587630.17
853	2587087.798
854	2586505.332
855	2586186.392
856	2585479.966
857	2585211.709
858	2584769.103
859	2584361.384
860	2583780.133
861	2583274.331
862	2582635.349
863	2581906.362
864	2581444.208
865	2580959.846
866	2580526.404
867	2579873.85
868	2579203.404
869	2578534.311
870	2577691.824
871	2576987.206
872	2576436.124
873	2575923.248
874	2575418.315
875	2574861.622
876	2574354.114
877	2573941.671
878	2573570.774
879	2573277.515
880	2572671.537
881	2572146.023
882	2571766.712
883	2571331.724
884	2571041.555
885	2570666.78
886	2570238.605
887	2569600.865
888	2569246.312
889	2568842.93
890	2567869.762
891	2567341.794
892	2566712.187
893	2566292.164
894	2566196.727
895	2565569.405
896	2565082.394
897	2564684.751
898	2564314.673
899	2563825.617
900	2563303.241
901	2562673.532
902	2561963.935
903	2561752.351
904	2561185.102
905	2560950.818
906	2560566.029
907	2560108.924
908	2559615.324
909	2559067.493
910	2558378.618
911	2557875.501
912	2557255.129
913	2556379.303
914	2555227.383
915	2554969.5
916	2554359.566
917	2553832.677
918	2553366.315
919	2552864.992
920	2552340.978
921	2551903.277
922	2551504.109
923	2551104.883
924	2550508.664
925	2550136.58
926	2549616.628
927	2549219.9
928	2548907.14
929	2547692.88
930	2547208.898
931	2546619.545
932	2545823.613
933	2545410.289
934	2544972.465
935	2544802.756
936	2544680.135
937	2544295.71
938	2543811.249
939	2543194.519
940	2542659.718
941	2542319.899
942	2542206.393
943	2541730.094
944	2541398.722
945	2540756.58
946	2540349.028
947	2539779.177
948	2539669.951
949	2539082.45
950	2538481.202
951	2538097.699
952	2537618.704
953	2536888.517
954	2536583.145
955	2536054.621
956	2535727.5
957	2535130.786
958	2534633.738
959	2534325.956
960	2533984.8
961	2533354.182
962	2532679.953
963	2532019.259
964	2531469.804
965	2531132.458
966	2530587.261
967	2529977.212
968	2529466.396
969	2529166.297
970	2528506.186
971	2527976.057
972	2527261.567
973	2526790.381
974	2526077.929
975	2525613.559
976	2525043.158
977	2524456.444
978	2524326.281
979	2523740.233
980	2523552.073
981	2523166.61
982	2522702.612
983	2521962.805
984	2521486.104
985	2520920.017
986	2520380.12
987	2519958.28
988	2519511.459
989	2518774.626
990	2518341.085
991	2517874.097
992	2517426.08
993	2517118.848
994	2516679.056
995	2516419.618
996	2516091.808
997	2515706.121
998	2515211.217
999	2515191.743
